oui,wifiChipManufacturer,estimatedDeviceCategory
C4C0AE,"MIDORI ELECTRONIC CO., LTD.",Non-mobile device
90837A,General Electric Water & Process Technologies,Non-mobile device
089758,"Shenzhen Strong Rising Electronics Co.,Ltd DongGuan Subsidiary",Non-mobile device
B424E7,"Codetek Technology Co.,Ltd",Non-mobile device
44EE30,Budelmann Elektronik GmbH,Non-mobile device
38DBBB,"Sunbow Telecom Co., Ltd.",Non-mobile device
2493CA,Voxtronic Technology Computer-Systeme GmbH,Non-mobile device
688AB5,EDP Servicos,Non-mobile device
407A80,Nokia Corporation,Mobile phone
D481CA,"iDevices, LLC",Non-mobile device
B898F7,"Gionee Communication Equipment Co,Ltd.ShenZhen",Non-mobile device
C0F1C4,Pacidal Corporation Ltd.,Non-mobile device
D858D7,"CZ.NIC, z.s.p.o.",Non-mobile device
10B713,Private,Non-mobile device
E8E770,"Warp9 Tech Design, Inc.",Non-mobile device
78CA5E,ELNO,Non-mobile device
98FFD0,Lenovo Mobile Communication Technology Ltd.,Mobile phone
50A054,Actineon,Non-mobile device
48EE86,"UTStarcom (China) Co.,Ltd",Non-mobile device
5056A8,Jolla Ltd,Non-mobile device
D09D0A,LINKCOM,Non-mobile device
54FB58,"WISEWARE, Lda",Non-mobile device
C0A0BB,D-Link International,Non-mobile device
28A1EB,"ETEK TECHNOLOGY (SHENZHEN) CO.,LTD",Non-mobile device
4CCBF5,zte corporation,Mobile phone
F0F5AE,Adaptrum Inc.,Non-mobile device
F42896,SPECTO PAINEIS ELETRONICOS LTDA,Non-mobile device
9C2840,"Discovery Technology,LTD..",Non-mobile device
F89FB8,YAZAKI Energy System Corporation,Non-mobile device
F037A1,"Huike Electronics (SHENZHEN) CO., LTD.",Non-mobile device
6CD1B0,WING SING ELECTRONICS HONG KONG LIMITED,Non-mobile device
A4F522,"CHOFU SEISAKUSHO CO.,LTD",Non-mobile device
7CE56B,"ESEN Optoelectronics Technology Co.,Ltd.",Non-mobile device
CC4703,"Intercon Systems Co., Ltd.",Non-mobile device
5C3327,Spazio Italia srl,Non-mobile device
F85BC9,M-Cube Spa,Non-mobile device
8005DF,Montage Technology Group Limited,Non-mobile device
78E8B6,zte corporation,Mobile phone
041B94,Host Mobility AB,Non-mobile device
CC2A80,"Micro-Biz intelligence solutions Co.,Ltd",Non-mobile device
3859F8,MindMade Sp. z o.o.,Non-mobile device
5C026A,Applied Vision Corporation,Non-mobile device
7CBD06,AE REFUsol,Non-mobile device
94BA56,"Shenzhen Coship Electronics Co., Ltd.",Non-mobile device
2894AF,Samhwa Telecom,Non-mobile device
740EDB,"Optowiz Co., Ltd",Non-mobile device
00A2FF,abatec group AG,Non-mobile device
D095C7,"Pantech Co., Ltd.",Non-mobile device
D02C45,"littleBits Electronics, Inc.",Non-mobile device
5027C7,"TECHNART Co.,Ltd",Non-mobile device
248000,Westcontrol AS,Non-mobile device
F84A7F,Innometriks Inc,Non-mobile device
58639A,TPL SYSTEMES,Non-mobile device
0C9B13,Shanghai Magic Mobile Telecommunication Co.Ltd.,Mobile phone
3C15EA,"TESCOM CO., LTD.",Non-mobile device
B4CCE9,PROSYST,Non-mobile device
34A3BF,Terewave. Inc.,Non-mobile device
B0CE18,"Zhejiang shenghui lighting co.,Ltd",Non-mobile device
503CC4,Lenovo Mobile Communication Technology Ltd.,Mobile phone
286D97,"SAMJIN Co., Ltd.",Non-mobile device
ACE42E,SK hynix,Non-mobile device
08EF3B,MCS Logic Inc.,Non-mobile device
806C8B,KAESER KOMPRESSOREN AG,Non-mobile device
048C03,"ThinPAD Technology (Shenzhen)CO.,LTD",Non-mobile device
84E629,Bluwan SA,Non-mobile device
34CD6D,CommSky Technologies,Non-mobile device
C47F51,Inventek Systems,Non-mobile device
E8D4E0,"Beijing BenyWave Technology Co., Ltd.",Non-mobile device
681D64,"Sunwave Communications Co., Ltd",Non-mobile device
F4CD90,Vispiron Rotec GmbH,Non-mobile device
E438F2,Advantage Controls,Non-mobile device
C8F386,"Shenzhen Xiaoniao Technology Co.,Ltd",Non-mobile device
E8CE06,"SkyHawke Technologies, LLC.",Non-mobile device
B0808C,Laser Light Engines,Non-mobile device
C419EC,Qualisys AB,Non-mobile device
981094,"Shenzhen Vsun communication technology Co.,ltd",Non-mobile device
082719,APS systems/electronic AG,Non-mobile device
D4AC4E,"BODi rS, LLC",Non-mobile device
B03850,"Nanjing CAS-ZDC IOT SYSTEM CO.,LTD",Non-mobile device
C0DA74,"Hangzhou Sunyard Technology Co., Ltd.",Non-mobile device
34A843,KYOCERA Display Corporation,Non-mobile device
6C5779,"Aclima, Inc.",Non-mobile device
40BD9E,"Physio-Control, Inc",Non-mobile device
581CBD,Affinegy,Non-mobile device
F82BC8,"Jiangsu Switter Co., Ltd",Non-mobile device
60C397,2Wire Inc,Non-mobile device
3065EC,Wistron (ChongQing),Non-mobile device
5CA3EB,Lokel s.r.o.,Non-mobile device
04DF69,Car Connectivity Consortium,Non-mobile device
28DB81,"Shanghai Guao Electronic Technology Co., Ltd",Non-mobile device
9CB793,Creatcomm Technology Inc.,Non-mobile device
A0B100,"ShenZhen Cando Electronics Co.,Ltd",Non-mobile device
40560C,In Home Displays Ltd,Non-mobile device
9436E0,"Sichuan Bihong Broadcast &amp; Television New Technologies Co.,Ltd",Non-mobile device
D4D50D,"Southwest Microwave, Inc",Non-mobile device
B8CD93,"Penetek, Inc",Non-mobile device
D8FEE3,D-Link International,Non-mobile device
F8516D,Denwa Technology Corp.,Non-mobile device
1078CE,"Hanvit SI, Inc.",Non-mobile device
D8DA52,APATOR S.A.,Non-mobile device
107A86,U&U ENGINEERING INC.,Non-mobile device
980D2E,HTC Corporation,Mobile phone
842F75,Innokas Group,Non-mobile device
D4BF7F,UPVEL,Non-mobile device
5061D6,Indu-Sol GmbH,Non-mobile device
68EC62,YODO Technology Corp. Ltd.,Non-mobile device
F07F0C,Leopold Kostal GmbH &Co. KG,Non-mobile device
5C22C4,"DAE EUN ELETRONICS CO., LTD",Non-mobile device
08482C,"Raycore Taiwan Co., LTD.",Non-mobile device
F4B381,WindowMaster A/S,Non-mobile device
74F102,"Beijing HCHCOM Technology Co., Ltd",Non-mobile device
080EA8,Velex s.r.l.,Non-mobile device
0086A0,Private,Non-mobile device
60FE1E,China Palms Telecom.Ltd,Non-mobile device
841E26,"KERNEL-I Co.,LTD",Non-mobile device
349D90,Heinzmann GmbH & CO. KG,Non-mobile device
D4016D,"TP-LINK TECHNOLOGIES CO.,LTD.",Non-mobile device
FC1186,Logic3 plc,Non-mobile device
50CD32,"NanJing Chaoran Science & Technology Co.,Ltd.",Non-mobile device
683EEC,ERECA,Non-mobile device
44619C,FONsystem co. ltd.,Non-mobile device
BCBAE1,AREC Inc.,Non-mobile device
18FA6F,ISC applied systems corp,Non-mobile device
9C9726,Technicolor,Non-mobile device
880905,MTMCommunications,Non-mobile device
C42628,Airo Wireless,Non-mobile device
745F00,Samsung Semiconductor Inc.,Mobile phone
541FD5,Advantage Electronics,Non-mobile device
90FF79,Metro Ethernet Forum,Non-mobile device
E08177,"GreenBytes, Inc.",Non-mobile device
48F230,"Ubizcore Co.,LTD",Non-mobile device
B0C95B,"Beijing Symtech CO.,LTD",Non-mobile device
DCA989,MACANDC,Non-mobile device
C05E6F,"V. Stonkaus firma ""Kodinis Raktas""",Non-mobile device
6CD146,Smartek d.o.o.,Non-mobile device
E0C2B7,Masimo Corporation,Non-mobile device
F82EDB,RTW GmbH & Co. KG,Non-mobile device
60A44C,ASUSTek COMPUTER INC.,Non-mobile device
045FA7,"Shenzhen Yichen Technology Development Co.,LTD",Non-mobile device
983F9F,China SSJ (Suzhou) Network Technology Inc.,Non-mobile device
F02329,"SHOWA DENKI CO.,LTD.",Non-mobile device
6499A0,AG Elektronik AB,Non-mobile device
A80180,IMAGO Technologies GmbH,Non-mobile device
044CEF,"Fujian Sanao Technology Co.,Ltd",Non-mobile device
DC1DD4,Microstep-MIS spol. s r.o.,Non-mobile device
E01877,FUJITSU LIMITED,Non-mobile device
149448,BLU CASTLE S.A.,Non-mobile device
40516C,Grandex International Corporation,Non-mobile device
D0D471,"MVTECH co., Ltd",Non-mobile device
34ADE4,"Shanghai Chint Power Systems Co., Ltd.",Non-mobile device
1853E0,Hanyang Digitech Co.Ltd,Non-mobile device
C4E032,IEEE 1904.1 Working Group,Non-mobile device
ACDBDA,"Shenzhen Geniatech Inc, Ltd",Non-mobile device
A42C08,Masterwork Automodules,Non-mobile device
60B185,ATH system,Non-mobile device
504F94,Loxone Electronics GmbH,Non-mobile device
8C078C,FLOW DATA INC,Non-mobile device
8887DD,DarbeeVision Inc.,Non-mobile device
807B1E,Corsair Components,Non-mobile device
A0E25A,"Amicus SK, s.r.o.",Non-mobile device
F87B62,"FASTWEL INTERNATIONAL CO., LTD. Taiwan Branch",Non-mobile device
B49842,zte corporation,Mobile phone
9C9C1D,Starkey Labs Inc.,Non-mobile device
AC1702,Fibar Group sp. z o.o.,Non-mobile device
7898FD,Q9 Networks Inc.,Non-mobile device
3C57D5,FiveCo,Non-mobile device
4C2258,"cozybit, Inc.",Non-mobile device
10EA59,Cisco SPVTG,Non-mobile device
34FA40,"Guangzhou Robustel Technologies Co., Limited",Non-mobile device
181725,"Cameo Communications, Inc.",Non-mobile device
E82E24,Out of the Fog Research LLC,Non-mobile device
1C52D6,FLAT DISPLAY TECHNOLOGY CORPORATION,Non-mobile device
40270B,"Mobileeco Co., Ltd",Mobile phone
ACE97F,IoT Tech Limited,Non-mobile device
301518,Ubiquitous Communication Co. ltd.,Non-mobile device
101248,"ITG, Inc.",Non-mobile device
106FEF,Ad-Sol Nissin Corp,Non-mobile device
A036F0,Comprehensive Power,Non-mobile device
180CAC,CANON INC.,Non-mobile device
00DB1E,Albedo Telecom SL,Non-mobile device
74943D,AgJunction,Non-mobile device
080C0B,SysMik GmbH Dresden,Non-mobile device
C8FB26,Cisco SPVTG,Non-mobile device
7CC8AB,"Acro Associates, Inc.",Non-mobile device
C4DA26,NOBLEX SA,Non-mobile device
1CC316,"MileSight Technology Co., Ltd.",Non-mobile device
C4E7BE,"SCSpro Co.,Ltd",Non-mobile device
105F49,Cisco SPVTG,Non-mobile device
4495FA,Qingdao Santong Digital Technology Co.Ltd,Non-mobile device
60F2EF,"VisionVera International Co., Ltd.",Non-mobile device
B01266,Futaba-Kikaku,Non-mobile device
909DE0,Newland Design + Assoc. Inc.,Non-mobile device
64D814,"Cisco Systems, Inc",Non-mobile device
6CE4CE,Villiger Security Solutions AG,Non-mobile device
30F33A,+plugg srl,Non-mobile device
58CF4B,Lufkin Industries,Non-mobile device
C4393A,SMC Networks Inc,Non-mobile device
D45C70,Wi-Fi Alliance,Non-mobile device
08EBED,"World Elite Technology Co.,LTD",Non-mobile device
60BC4C,EWM Hightec Welding GmbH,Non-mobile device
F41E26,Simon-Kaloi Engineering,Non-mobile device
C44567,SAMBON PRECISON and ELECTRONICS,Non-mobile device
D0738E,"DONG OH PRECISION CO., LTD. ",Non-mobile device
E8718D,Elsys Equipamentos Eletronicos Ltda,Non-mobile device
3C83B5,Advance Vision Electronics Co. Ltd.,Non-mobile device
808287,ATCOM Technology Co.Ltd.,Non-mobile device
28A192,GERP Solution,Non-mobile device
A08C15,Gerhard D. Wempe KG,Non-mobile device
8CE081,zte corporation,Mobile phone
485261,SOREEL,Non-mobile device
10FBF0,KangSheng LTD.,Non-mobile device
3C57BD,Kessler Crane Inc.,Non-mobile device
600F77,"SilverPlus, Inc",Non-mobile device
6851B7,"PowerCloud Systems, Inc.",Non-mobile device
A44E2D,"Adaptive Wireless Solutions, LLC",Non-mobile device
3CC12C,AES Corporation,Non-mobile device
0CCDFB,EDIC Systems Inc.,Non-mobile device
2CE2A8,DeviceDesign,Non-mobile device
B49DB4,Axion Technologies Inc.,Non-mobile device
D8182B,Conti Temic Microelectronic GmbH,Non-mobile device
304449,PLATH GmbH,Non-mobile device
94FD2E,"Shanghai Uniscope Technologies Co.,Ltd",Non-mobile device
64A341,"Wonderlan (Beijing) Technology Co., Ltd.",Non-mobile device
8CAE4C,Plugable Technologies,Non-mobile device
D8D5B9,"Rainforest Automation, Inc.",Non-mobile device
C0A0E2,Eden Innovations,Non-mobile device
E8ABFA,Shenzhen Reecam Tech.Ltd.,Non-mobile device
58874C,LITE-ON CLEAN ENERGY TECHNOLOGY CORP.,Non-mobile device
E85BF0,Imaging Diagnostics,Non-mobile device
20DC93,"Cheetah Hi-Tech, Inc.",Non-mobile device
0CD9C1,Visteon Corporation,Non-mobile device
68AB8A,RF IDeas,Non-mobile device
70E24C,SAE IT-systems GmbH & Co. KG,Non-mobile device
88615A,Siano Mobile Silicon Ltd.,Mobile phone
30215B,"Shenzhen Ostar Display Electronic Co.,Ltd",Non-mobile device
DC028E,zte corporation,Mobile phone
DCB058,BÃ¼rkert Werke GmbH,Non-mobile device
C8E1A7,Vertu Corporation Limited,Non-mobile device
88D7BC,DEP Company,Non-mobile device
F49466,"CountMax,  ltd",Non-mobile device
4CAB33,KST technology,Non-mobile device
5CE0F6,NIC.br- Nucleo de Informacao e Coordenacao do Ponto BR,Non-mobile device
00E666,ARIMA Communications Corp.,Non-mobile device
F8E4FB,"Actiontec Electronics, Inc",Non-mobile device
5887E2,"Shenzhen Coship Electronics Co., Ltd.",Non-mobile device
B4DFFA,Litemax Electronics Inc.,Non-mobile device
48F8B3,"Cisco-Linksys, LLC",Non-mobile device
681CA2,Rosewill Inc.,Non-mobile device
7C092B,Bekey A/S,Non-mobile device
D808F5,Arcadia Networks Co. Ltd. ,Non-mobile device
84DF0C,NET2GRID BV,Non-mobile device
3CB87A,Private,Non-mobile device
E425E9,Color-Chip,Non-mobile device
F44848,Amscreen Group Ltd,Non-mobile device
441319,WKK TECHNOLOGY LTD.,Non-mobile device
088F2C,Hills Sound Vision & Lighting,Non-mobile device
3C9F81,"Shenzhen CATIC Bit Communications Technology Co.,Ltd",Non-mobile device
18339D,"Cisco Systems, Inc",Non-mobile device
642216,"Shandong Taixin Electronic co.,Ltd",Non-mobile device
D43D7E,"Micro-Star Int'l Co, Ltd",Non-mobile device
64517E,"LONG BEN (DONGGUAN) ELECTRONIC TECHNOLOGY CO.,LTD.",Non-mobile device
0C57EB,Mueller Systems,Non-mobile device
48282F,zte corporation,Mobile phone
745327,"COMMSEN CO., LIMITED",Non-mobile device
E47185,Securifi Ltd,Non-mobile device
881036,Panodic(ShenZhen) Electronics Limted,Non-mobile device
18F87A,i3 International Inc.,Non-mobile device
142DF5,Amphitech,Non-mobile device
90F72F,"Phillips Machine & Welding Co., Inc. ",Non-mobile device
B45570,Borea,Non-mobile device
5C5015,"Cisco Systems, Inc",Non-mobile device
0CD2B5,Binatone Telecommunication Pvt. Ltd,Non-mobile device
4846F1,Uros Oy,Non-mobile device
1CD40C,Kriwan Industrie-Elektronik GmbH,Non-mobile device
747B7A,ETH Inc.,Non-mobile device
1C7C45,"Vitek Industrial Video Products, Inc.",Non-mobile device
C8AE9C,Shanghai TYD Elecronic Technology Co. Ltd,Non-mobile device
A44C11,"Cisco Systems, Inc",Non-mobile device
782544,Omnima Limited,Non-mobile device
D4DF57,Alpinion Medical Systems,Non-mobile device
5048EB,BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD.,Non-mobile device
40AC8D,"Data Management, Inc.",Non-mobile device
54466B,"Shenzhen CZTIC Electronic Technology Co., Ltd  ",Non-mobile device
1C3477,Innovation Wireless,Non-mobile device
4423AA,"Farmage Co., Ltd.",Non-mobile device
A0EF84,"Seine Image Int'l Co., Ltd",Non-mobile device
AC7A42,iConnectivity,Non-mobile device
5869F9,Fusion Transactive Ltd.,Non-mobile device
B0C83F,"Jiangsu Cynray IOT Co., Ltd.",Non-mobile device
CC14A6,"Yichun MyEnergy Domain, Inc",Non-mobile device
98D686,"Chyi Lee industry Co., ltd.",Non-mobile device
20443A,Schneider Electric Asia Pacific Ltd,Non-mobile device
28C914,Taimag Corporation,Non-mobile device
4C7897,Arrowhead Alarm Products Ltd,Non-mobile device
AC0A61,Labor S.r.L.,Non-mobile device
B482C5,"Relay2, Inc.",Non-mobile device
60D1AA,Vishal Telecommunications Pvt Ltd,Non-mobile device
CCC104,Applied Technical Systems,Non-mobile device
709BA5,"Shenzhen Y&D Electronics Co.,LTD.",Non-mobile device
EC42F0,"ADL Embedded Solutions, Inc.",Non-mobile device
10BD18,"Cisco Systems, Inc",Non-mobile device
B0435D,"NuLEDs, Inc.",Non-mobile device
A82BD6,"Shina System Co., Ltd",Non-mobile device
8CC7AA,Radinet Communications Inc.,Non-mobile device
20014F,Linea Research Ltd,Non-mobile device
80D18B,"Hangzhou I'converge Technology Co.,Ltd",Non-mobile device
B4A4B5,"Zen Eye Co.,Ltd",Non-mobile device
489153,Weinmann GerÃ¤te fÃ¼r Medizin GmbH + Co. KG,Non-mobile device
549D85,EnerAccess inc,Non-mobile device
5CEE79,Global Digitech Co LTD,Non-mobile device
9CE10E,NCTech Ltd,Non-mobile device
28F606,Syes srl,Non-mobile device
A0C3DE,Triton Electronic Systems Ltd.,Non-mobile device
AC3FA4,"TAIYO YUDEN CO.,LTD",Non-mobile device
0C130B,Uniqoteq Ltd.,Non-mobile device
808698,Netronics Technologies Inc.,Non-mobile device
2C00F7,XOS,Non-mobile device
809393,Xapt GmbH,Non-mobile device
00DEFB,"Cisco Systems, Inc",Non-mobile device
90AC3F,BrightSign LLC,Non-mobile device
7CACB2,Bosch Software Innovations GmbH,Non-mobile device
0043FF,KETRON S.R.L.,Non-mobile device
745798,TRUMPF Laser GmbH + Co. KG,Non-mobile device
38E08E,Mitsubishi Electric Corporation,Non-mobile device
E4FA1D,PAD Peripheral Advanced Design Inc.,Non-mobile device
4C9E80,"KYOKKO ELECTRIC Co., Ltd.",Non-mobile device
A826D9,HTC Corporation,Mobile phone
F03A55,Omega Elektronik AS,Non-mobile device
24B88C,"Crenus Co.,Ltd.",Non-mobile device
98BC57,SVA TECHNOLOGIES CO.LTD,Non-mobile device
98FE03,Ericsson - North America,Mobile phone
F0EEBB,VIPAR GmbH,Non-mobile device
54D0ED,AXIM Communications,Non-mobile device
A49005,"CHINA GREATWALL COMPUTER SHENZHEN CO.,LTD",Non-mobile device
3055ED,Trex Network LLC,Non-mobile device
D4A02A,"Cisco Systems, Inc",Non-mobile device
0463E0,Nome Oy,Non-mobile device
BCA4E1,Nabto,Non-mobile device
900A3A,PSG Plastic Service GmbH,Non-mobile device
FC5B26,MikroBits,Non-mobile device
5CC213,Fr. Sauter AG,Non-mobile device
581D91,"Advanced Mobile Telecom co.,ltd.",Mobile phone
9CB008,Ubiquitous Computing Technology Corporation,Non-mobile device
00376D,"Murata Manufacturing Co., Ltd.",Non-mobile device
E0EF25,"Lintes Technology Co., Ltd.",Non-mobile device
645EBE,Yahoo! JAPAN,Non-mobile device
CCC50A,"SHENZHEN DAJIAHAO TECHNOLOGY CO.,LTD",Non-mobile device
D01AA7,UniPrint,Non-mobile device
B08E1A,"URadio Systems Co., Ltd",Non-mobile device
E05DA6,Detlef Fink Elektronik & Softwareentwicklung,Non-mobile device
0C7523,"BEIJING GEHUA CATV NETWORK CO.,LTD",Non-mobile device
BC2C55,"Bear Flag Design, Inc.",Non-mobile device
04F4BC,Xena Networks,Non-mobile device
608C2B,Hanson Technology,Non-mobile device
EC1120,FloDesign Wind Turbine Corporation,Non-mobile device
C495A2,"SHENZHEN WEIJIU INDUSTRY AND TRADE DEVELOPMENT CO., LTD",Non-mobile device
0C9E91,Sankosha Corporation,Non-mobile device
F48771,Infoblox,Non-mobile device
04F021,Compex Systems Pte Ltd,Non-mobile device
8823FE,TTTech Computertechnik AG,Non-mobile device
98AAD7,BLUE WAVE NETWORKING CO LTD,Non-mobile device
20107A,"Gemtek Technology Co., Ltd.",Non-mobile device
502267,PixeLINK,Non-mobile device
9092B4,Diehl BGT Defence GmbH & Co. KG,Non-mobile device
806007,RIM,Non-mobile device
38A851,"Moog, Ing",Non-mobile device
90185E,Apex Tool Group GmbH & Co OHG,Non-mobile device
649EF3,"Cisco Systems, Inc",Non-mobile device
34D09B,MobilMAX Technology Inc.,Non-mobile device
087572,Obelux Oy,Non-mobile device
9C1FDD,Accupix Inc.,Non-mobile device
506441,Greenlee,Non-mobile device
80946C,TOKYO RADAR CORPORATION,Non-mobile device
00FA3B,CLOOS ELECTRONIC GMBH,Non-mobile device
28CD1C,Espotel Oy,Non-mobile device
D824BD,"Cisco Systems, Inc",Non-mobile device
D878E5,KUHN SA,Non-mobile device
C49300,8Devices,Non-mobile device
4C3910,"Newtek Electronics co., Ltd.",Non-mobile device
5808FA,Fiber Optic & telecommunication INC.,Non-mobile device
7C94B2,Philips Healthcare PCCI,Non-mobile device
200505,RADMAX COMMUNICATION PRIVATE LIMITED,Non-mobile device
5848C0,COFLEC,Non-mobile device
C8F704,Building Block Video,Non-mobile device
C8AF40,marco Systemanalyse und Entwicklung GmbH,Non-mobile device
AC319D,"Shenzhen TG-NET Botone Technology Co.,Ltd.",Non-mobile device
08D09F,"Cisco Systems, Inc",Non-mobile device
B81413,Keen High Holding(HK) Ltd.,Non-mobile device
2037BC,Kuipers Electronic Engineering BV,Non-mobile device
A887ED,ARC Wireless LLC,Non-mobile device
983571,Sub10 Systems Ltd,Non-mobile device
B05CE5,Nokia Corporation,Mobile phone
CC6BF1,Sound Masking Inc.,Non-mobile device
94AE61,Alcatel Lucent,Mobile phone
7CA61D,"MHL, LLC",Non-mobile device
5CCEAD,CDYNE Corporation,Non-mobile device
9CA3BA,SAKURA Internet Inc.,Non-mobile device
709756,"Happyelectronics Co.,Ltd",Non-mobile device
D4206D,HTC Corporation,Mobile phone
1866E3,"Veros Systems, Inc.",Non-mobile device
94DE0E,SmartOptics AS,Non-mobile device
A429B7,bluesky,Non-mobile device
7C6B33,Tenyu Tech Co. Ltd.,Non-mobile device
CCB8F1,EAGLE KINGDOM TECHNOLOGIES LIMITED,Non-mobile device
DC2E6A,"HCT. Co., Ltd.",Non-mobile device
34255D,"Shenzhen Loadcom Technology Co.,Ltd",Non-mobile device
1897FF,TechFaith Wireless Technology Limited,Non-mobile device
8C8E76,taskit GmbH,Non-mobile device
B4D8DE,"iota Computing, Inc.",Non-mobile device
54CDA7,"Fujian Shenzhou Electronic Co.,Ltd",Non-mobile device
1000FD,LaonPeople,Non-mobile device
603553,Buwon Technology,Non-mobile device
B89BC9,SMC Networks Inc,Non-mobile device
48022A,B-Link Electronic Limited,Non-mobile device
48A6D2,"GJsun Optical Science and Tech Co.,Ltd.",Non-mobile device
186D99,Adanis Inc.,Non-mobile device
D44B5E,"TAIYO YUDEN CO., LTD.",Non-mobile device
B40C25,Palo Alto Networks,Non-mobile device
40BF17,Digistar Telecom. SA,Non-mobile device
E4AFA1,HES-SO,Non-mobile device
58920D,Kinetic Avionics Limited,Non-mobile device
207600,"Actiontec Electronics, Inc",Non-mobile device
84D32A,IEEE 1905.1,Non-mobile device
F8E7B5,ÂµTech Tecnologia LTDA,Non-mobile device
0462D7,ALSTOM HYDRO FRANCE,Non-mobile device
CCC8D7,CIAS Elettronica srl,Non-mobile device
64AE0C,"Cisco Systems, Inc",Non-mobile device
A446FA,AmTRAN Video Corporation,Non-mobile device
